class name: FTP 	 label: 0 	 no. packet: 7000
class name: Miuref 	 label: 1 	 no. packet: 7000
class name: Skype 	 label: 2 	 no. packet: 7000
class name: Neris 	 label: 3 	 no. packet: 7000
class name: WorldOfWarcraft 	 label: 4 	 no. packet: 7000
class name: Nsis-ay 	 label: 5 	 no. packet: 7000
class name: BitTorrent 	 label: 6 	 no. packet: 7000
class name: MySQL 	 label: 7 	 no. packet: 7000
class name: Weibo 	 label: 8 	 no. packet: 7000
class name: Gmail 	 label: 9 	 no. packet: 7000
class name: Zeus 	 label: 10 	 no. packet: 7000
class name: Cridex 	 label: 11 	 no. packet: 7000
class name: Htbot 	 label: 12 	 no. packet: 7000
class name: SMB 	 label: 13 	 no. packet: 7000
class name: Shifu 	 label: 14 	 no. packet: 7000
class name: Facetime 	 label: 15 	 no. packet: 6000
class name: Tinba 	 label: 16 	 no. packet: 7000
class name: Virut 	 label: 17 	 no. packet: 7000
class name: Geodo 	 label: 18 	 no. packet: 7000
class name: Outlook 	 label: 19 	 no. packet: 7000
Current accuracy is: 91.60%
Epoch 0: Training loss: 0.210, training acc: 92.708
Epoch 0: Validation loss: 0.389, validation acc: 87.635
Epoch 1: Training loss: 0.206, training acc: 92.842
Epoch 1: Validation loss: 0.254, validation acc: 92.072
Epoch 2: Training loss: 0.211, training acc: 92.801
Epoch 2: Validation loss: 0.197, validation acc: 92.892
Saving best model with 92.89208633093526% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 3: Training loss: 0.206, training acc: 92.781
Epoch 3: Validation loss: 0.244, validation acc: 91.736
Epoch 4: Training loss: 0.205, training acc: 92.880
Epoch 4: Validation loss: 0.214, validation acc: 92.451
Epoch 5: Training loss: 0.206, training acc: 92.864
Epoch 5: Validation loss: 0.205, validation acc: 93.338
Epoch 6: Training loss: 0.205, training acc: 92.828
Epoch 6: Validation loss: 0.233, validation acc: 92.010
Epoch 7: Training loss: 0.212, training acc: 92.738
Epoch 7: Validation loss: 0.216, validation acc: 92.619
Epoch 8: Training loss: 0.206, training acc: 92.767
Epoch 8: Validation loss: 0.221, validation acc: 92.436
Epoch 9: Training loss: 0.206, training acc: 92.946
Epoch 9: Validation loss: 0.208, validation acc: 92.950
Epoch 10: Training loss: 0.204, training acc: 92.848
Epoch 10: Validation loss: 0.215, validation acc: 92.307
Epoch 11: Training loss: 0.204, training acc: 92.860
Epoch 11: Validation loss: 0.203, validation acc: 93.324
Epoch 12: Training loss: 0.206, training acc: 92.799
Epoch 12: Validation loss: 0.208, validation acc: 92.820
Epoch 13: Training loss: 0.204, training acc: 92.935
Epoch 13: Validation loss: 0.202, validation acc: 92.911
Epoch 14: Training loss: 0.201, training acc: 92.932
Epoch 14: Validation loss: 0.235, validation acc: 92.082
Epoch 15: Training loss: 0.204, training acc: 92.869
Epoch 15: Validation loss: 0.249, validation acc: 91.703
Epoch 16: Training loss: 0.203, training acc: 92.878
Epoch 16: Validation loss: 0.192, validation acc: 93.429
Saving best model with 93.42925659472422% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 17: Training loss: 0.201, training acc: 92.968
Epoch 17: Validation loss: 0.193, validation acc: 93.017
Epoch 18: Training loss: 0.206, training acc: 92.831
Epoch 18: Validation loss: 0.204, validation acc: 92.830
Epoch 19: Training loss: 0.202, training acc: 93.028
Epoch 19: Validation loss: 0.199, validation acc: 93.319
Epoch 20: Training loss: 0.201, training acc: 92.991
Epoch 20: Validation loss: 0.241, validation acc: 92.024
Epoch 21: Training loss: 0.198, training acc: 93.004
Epoch 21: Validation loss: 0.266, validation acc: 91.285
Epoch 22: Training loss: 0.200, training acc: 92.992
Epoch 22: Validation loss: 0.188, validation acc: 93.688
Saving best model with 93.68824940047962% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 23: Training loss: 0.198, training acc: 93.112
Epoch 23: Validation loss: 0.344, validation acc: 88.763
Epoch 24: Training loss: 0.200, training acc: 92.970
Epoch 24: Validation loss: 0.256, validation acc: 91.348
Epoch 25: Training loss: 0.200, training acc: 93.014
Epoch 25: Validation loss: 0.207, validation acc: 92.926
Epoch 26: Training loss: 0.200, training acc: 92.974
Epoch 26: Validation loss: 0.190, validation acc: 93.588
Epoch 27: Training loss: 0.200, training acc: 93.047
Epoch 27: Validation loss: 0.205, validation acc: 92.801
Epoch 28: Training loss: 0.199, training acc: 93.019
Epoch 28: Validation loss: 0.226, validation acc: 92.374
Epoch 29: Training loss: 0.199, training acc: 93.016
Epoch 29: Validation loss: 0.275, validation acc: 91.180
Epoch 30: Training loss: 0.200, training acc: 93.051
Epoch 30: Validation loss: 0.235, validation acc: 92.091
Epoch 31: Training loss: 0.198, training acc: 93.005
Epoch 31: Validation loss: 0.225, validation acc: 92.101
Epoch 32: Training loss: 0.196, training acc: 93.151
Epoch 32: Validation loss: 0.198, validation acc: 93.046
Epoch 33: Training loss: 0.198, training acc: 93.027
Epoch 33: Validation loss: 0.185, validation acc: 93.357
Saving best model with 93.35731414868106% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 34: Training loss: 0.199, training acc: 93.029
Epoch 34: Validation loss: 0.192, validation acc: 93.261
Epoch 35: Training loss: 0.199, training acc: 92.944
Epoch 35: Validation loss: 0.251, validation acc: 91.434
Epoch 36: Training loss: 0.199, training acc: 93.033
Epoch 36: Validation loss: 0.220, validation acc: 92.820
Epoch 37: Training loss: 0.198, training acc: 93.091
Epoch 37: Validation loss: 0.189, validation acc: 93.415
Epoch 38: Training loss: 0.201, training acc: 93.001
Epoch 38: Validation loss: 0.193, validation acc: 93.309
Epoch 39: Training loss: 0.198, training acc: 93.127
Epoch 39: Validation loss: 0.189, validation acc: 93.381
Epoch 40: Training loss: 0.196, training acc: 93.178
Epoch 40: Validation loss: 0.208, validation acc: 92.839
Epoch 41: Training loss: 0.199, training acc: 93.032
Epoch 41: Validation loss: 0.193, validation acc: 93.530
Epoch 42: Training loss: 0.199, training acc: 93.112
Epoch 42: Validation loss: 0.225, validation acc: 92.480
Epoch 43: Training loss: 0.197, training acc: 93.049
Epoch 43: Validation loss: 0.198, validation acc: 93.127
Epoch 44: Training loss: 0.195, training acc: 93.177
Epoch 44: Validation loss: 0.202, validation acc: 93.487
Epoch 45: Training loss: 0.196, training acc: 93.138
Epoch 45: Validation loss: 0.191, validation acc: 93.544
Epoch 46: Training loss: 0.195, training acc: 93.097
Epoch 46: Validation loss: 0.197, validation acc: 93.285
Epoch 47: Training loss: 0.195, training acc: 93.101
Epoch 47: Validation loss: 0.184, validation acc: 93.602
Saving best model with 93.60191846522781% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 48: Training loss: 0.198, training acc: 93.136
Epoch 48: Validation loss: 0.198, validation acc: 93.367
Epoch 49: Training loss: 0.196, training acc: 93.148
Epoch 49: Validation loss: 0.207, validation acc: 92.791
Epoch 50: Training loss: 0.196, training acc: 93.161
Epoch 50: Validation loss: 0.411, validation acc: 87.281
Epoch 51: Training loss: 0.193, training acc: 93.205
Epoch 51: Validation loss: 0.235, validation acc: 92.269
Epoch 52: Training loss: 0.195, training acc: 93.087
Epoch 52: Validation loss: 0.231, validation acc: 92.221
Epoch 53: Training loss: 0.191, training acc: 93.294
Epoch 53: Validation loss: 0.377, validation acc: 88.153
Epoch 54: Training loss: 0.192, training acc: 93.229
Epoch 54: Validation loss: 0.179, validation acc: 93.808
Saving best model with 93.80815347721823% validation acc
Saving state_dict checkpoint with masks for finetuning at networks/quantized_models/ustc-tfc2016/CNN1D_TrafficClassification_ustctfc2016.pt
Epoch 55: Training loss: 0.196, training acc: 93.178
Epoch 55: Validation loss: 0.195, validation acc: 93.477
Epoch 56: Training loss: 0.192, training acc: 93.200
Epoch 56: Validation loss: 0.290, validation acc: 91.213
Epoch 57: Training loss: 0.194, training acc: 93.219
Epoch 57: Validation loss: 0.192, validation acc: 93.252
Epoch 58: Training loss: 0.196, training acc: 93.170
Epoch 58: Validation loss: 0.202, validation acc: 93.410
Epoch 59: Training loss: 0.192, training acc: 93.270
Epoch 59: Validation loss: 0.190, validation acc: 93.707
Epoch 60: Training loss: 0.193, training acc: 93.180
